t,u,v,r,X,Y,Z
9904.446840286255,124,122,31.54,-61.150933434642816,38.02997151169795,151.29074009880287
9934.782266616821,125,126,31.2,-61.50192731277533,37.14120066509145,152.9394212409052
9968.053340911865,129,129,30.78,-61.06234238721292,36.657263814320274,155.0263139284029
9998.255968093872,133,132,30.29,-60.75066573780911,36.243502794939026,157.53416780179077
10031.741619110107,136,133,30.07,-60.21339341829417,36.170626520674354,158.6867290560772
10064.67604637146,137,134,29.84,-60.34773564738812,36.10877276456611,159.9098506272199
10096.47822380066,139,136,29.47,-60.437591278519626,35.87227210487285,161.91754132053757
10144.695281982422,142,139,28.93,-60.54527790763364,35.487762820066635,164.9398528419026
10175.17066001892,146,141,28.5,-60.077672153953166,35.30986168492905,167.42841904267516
10207.799911499023,146,144,28.15,-60.82464143473056,34.66558356925054,169.51012229897842
10239.809036254883,144,148,27.84,-62.208846017519875,33.59110404979535,171.39762725273857
10271.732568740845,145,152,27.4,-62.84868484517186,32.6465874459198,174.1499979093519
10304.046630859375,149,156,26.79,-62.810478957727994,31.872215576338274,178.11533940710123
10336.537599563599,158,172,31.76,-50.19300868851185,21.763768651690867,150.2427563827532
10367.38109588623,157,173,31.66,-50.66235831703034,21.5114444787011,150.71730709779666
10400.134086608887,158,173,31.57,-50.495088880175366,21.572769470879848,151.1469731617435
10448.583364486694,159,174,31.61,-50.11988761711777,21.22389661542714,150.9557084060817
10480.136394500732,159,174,31.56,-50.199291748323596,21.25752129320823,151.19486510507738
10511.84105873108,160,174,31.48,-50.014273799461506,21.3115429483371,151.57909602021098
10544.033288955688,161,174,31.29,-50.0034845265901,21.440951486534097,152.49951878287766
10575.832605361938,160,175,31.03,-50.739585536804654,21.293020039691484,153.77731043236358
10608.144283294678,158,176,30.6,-52.09575019435086,21.26004743952947,155.93823342209942
10639.947414398193,161,178,30.63,-51.080934731864325,20.575498899299763,155.78550253725896
10672.110795974731,162,179,30.23,-51.43131731614159,20.511497555525192,157.84683899160575
10704.255819320679,163,181,29.89,-51.68713329196775,20.06465877348533,159.64235338629112
10735.63289642334,163,181,29.22,-52.87229343247488,20.52473137369872,163.3028727828967
10784.579277038574,162,180,28.41,-54.72610779538754,21.46770893775085,167.95881530152207
10816.45131111145,159,181,27.89,-56.80493537386491,21.503501281444123,171.09035291202014
10822.880744934082,159,181,27.89,-56.80493537386491,21.503501281444123,171.09035291202014
10846.54188156128,162,182,27.88,-55.766453460077486,21.146617308373447,171.15171960962132
10911.170482635498,172,184,26.84,-54.26101485717287,21.208560737459074,177.78352990746058
10944.179058074951,174,184,26.01,-55.235871665760534,21.885342952456803,183.45674520246988
10976.171493530273,174,182,25.93,-55.40628700449023,22.736895123696552,184.02275135812735
11006.652116775513,171,180,25.98,-56.435948696557496,23.475658618995443,183.66858901910092
11038.604736328125,172,179,25.96,-56.10037129300923,23.885307053294554,183.8100902433067
11071.123600006104,178,179,25.89,-53.97156386814428,23.94988687151513,184.30706615358216
